Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Dir2,Full_Address,Coords,LAT,LNG
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIOS PREMIUM LA SEBASTIANA,TEXACO,CARRERA 27 No. 36 SUR-199,GASOLINA CORRIENTE OXIGENADA,9710.0,A,CARRERA 27 No. 36 SUR-199,"CARRERA 27 No. 36 SUR-199, Envigado, Colombia","(6.16364, -75.56929)",6.16364,-75.56929
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIOS PREMIUM LA SEBASTIANA,TEXACO,CARRERA 27 No. 36 SUR-199,BIODIESEL EXTRA,10510.0,A,CARRERA 27 No. 36 SUR-199,"CARRERA 27 No. 36 SUR-199, Envigado, Colombia","(6.16364, -75.56929)",6.16364,-75.56929
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIOS PREMIUM LA SEBASTIANA,TEXACO,CARRERA 27 No. 36 SUR-199,GASOLINA EXTRA OXIGENADA,18990.0,A,CARRERA 27 No. 36 SUR-199,"CARRERA 27 No. 36 SUR-199, Envigado, Colombia","(6.16364, -75.56929)",6.16364,-75.56929
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO TEXACO ESTRELLA DE ORIENTE,TEXACO,Km 14 Vte Las Palmas,BIODIESEL EXTRA,9867.0,A,Km 14 Vte Las Palmas,"Km 14 Vte Las Palmas, Envigado, Colombia","(6.16623, -75.54754)",6.16623,-75.54754
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO TEXACO ESTRELLA DE ORIENTE,TEXACO,Km 14 Vte Las Palmas,GASOLINA CORRIENTE OXIGENADA,9590.0,A,Km 14 Vte Las Palmas,"Km 14 Vte Las Palmas, Envigado, Colombia","(6.16623, -75.54754)",6.16623,-75.54754
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO TEXACO ESTRELLA DE ORIENTE,TEXACO,Km 14 Vte Las Palmas,GASOLINA EXTRA OXIGENADA,18223.0,A,Km 14 Vte Las Palmas,"Km 14 Vte Las Palmas, Envigado, Colombia","(6.16623, -75.54754)",6.16623,-75.54754
2022,6,5,ANTIOQUIA,5266,ENVIGADO,TERPEL PALMITAS,TERPEL,CARRERA 6 No. 23 A SUR 08,GASOLINA CORRIENTE OXIGENADA,9410.0,A,CARRERA 6 No. 23 A SUR 08,"CARRERA 6 No. 23 A SUR 08, Envigado, Colombia","(6.18238, -75.58021)",6.18238,-75.58021
2022,6,5,ANTIOQUIA,5266,ENVIGADO,TERPEL PALMITAS,TERPEL,CARRERA 6 No. 23 A SUR 08,BIODIESEL EXTRA,9680.0,A,CARRERA 6 No. 23 A SUR 08,"CARRERA 6 No. 23 A SUR 08, Envigado, Colombia","(6.18238, -75.58021)",6.18238,-75.58021
2022,6,5,ANTIOQUIA,5266,ENVIGADO,TERPEL PALMITAS,TERPEL,CARRERA 6 No. 23 A SUR 08,GASOLINA EXTRA OXIGENADA,17790.0,A,CARRERA 6 No. 23 A SUR 08,"CARRERA 6 No. 23 A SUR 08, Envigado, Colombia","(6.18238, -75.58021)",6.18238,-75.58021
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ZEUSS LAS VEGAS,ZEUSS,CARRERA 48 No. 25AA SUR-13,BIODIESEL EXTRA,10530.0,A,CARRERA 48 No. 25AA SUR-13,"CARRERA 48 No. 25AA SUR-13, Envigado, Colombia","(6.18304, -75.58583)",6.18304,-75.58583
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ZEUSS LAS VEGAS,ZEUSS,CARRERA 48 No. 25AA SUR-13,GASOLINA EXTRA OXIGENADA,18880.0,A,CARRERA 48 No. 25AA SUR-13,"CARRERA 48 No. 25AA SUR-13, Envigado, Colombia","(6.18304, -75.58583)",6.18304,-75.58583
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ZEUSS LAS VEGAS,ZEUSS,CARRERA 48 No. 25AA SUR-13,GASOLINA CORRIENTE OXIGENADA,9440.0,A,CARRERA 48 No. 25AA SUR-13,"CARRERA 48 No. 25AA SUR-13, Envigado, Colombia","(6.18304, -75.58583)",6.18304,-75.58583
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO AUTOMOTRIZ CEDI VEGAS,MOBIL,CARRERA 43 SUR NO.48-127,BIODIESEL EXTRA,9100.0,A,CARRERA 43 SUR NO.48-127,"CARRERA 43 SUR NO.48-127, Envigado, Colombia","(6.16274, -75.59711)",6.16274,-75.59711
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO AUTOMOTRIZ CEDI VEGAS,MOBIL,CARRERA 43 SUR NO.48-127,GASOLINA CORRIENTE OXIGENADA,8190.0,A,CARRERA 43 SUR NO.48-127,"CARRERA 43 SUR NO.48-127, Envigado, Colombia","(6.16274, -75.59711)",6.16274,-75.59711
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO AUTOMOTRIZ CEDI VEGAS,MOBIL,CARRERA 43 SUR NO.48-127,GASOLINA EXTRA OXIGENADA,17000.0,A,CARRERA 43 SUR NO.48-127,"CARRERA 43 SUR NO.48-127, Envigado, Colombia","(6.16274, -75.59711)",6.16274,-75.59711
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TEXACO 10 ENVIGADO,TEXACO,CALLE 33 SUR No 43-33,GASOLINA CORRIENTE OXIGENADA,9427.0,A,CALLE 33 SUR No 43-33,"CALLE 33 SUR No 43-33, Envigado, Colombia","(6.17389, -75.58664)",6.17389,-75.58664
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TEXACO 10 ENVIGADO,TEXACO,CALLE 33 SUR No 43-33,GASOLINA EXTRA OXIGENADA,18167.0,A,CALLE 33 SUR No 43-33,"CALLE 33 SUR No 43-33, Envigado, Colombia","(6.17389, -75.58664)",6.17389,-75.58664
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TEXACO 10 ENVIGADO,TEXACO,CALLE 33 SUR No 43-33,BIODIESEL EXTRA,9491.0,A,CALLE 33 SUR No 43-33,"CALLE 33 SUR No 43-33, Envigado, Colombia","(6.17389, -75.58664)",6.17389,-75.58664
2022,6,5,ANTIOQUIA,5266,ENVIGADO,SERVICENTRO ENVIGADO,MOBIL,Carrera 43 A No 30 Sur - 9,GASOLINA CORRIENTE OXIGENADA,9610.0,A,Carrera 43 A No 30 Sur - 9,"Carrera 43 A No 30 Sur - 9, Envigado, Colombia","(6.17691, -75.58536)",6.17691,-75.58536
2022,6,5,ANTIOQUIA,5266,ENVIGADO,SERVICENTRO ENVIGADO,MOBIL,Carrera 43 A No 30 Sur - 9,GASOLINA EXTRA OXIGENADA,18880.0,A,Carrera 43 A No 30 Sur - 9,"Carrera 43 A No 30 Sur - 9, Envigado, Colombia","(6.17691, -75.58536)",6.17691,-75.58536
2022,6,5,ANTIOQUIA,5266,ENVIGADO,SERVICENTRO ENVIGADO,MOBIL,Carrera 43 A No 30 Sur - 9,BIODIESEL EXTRA,9510.0,A,Carrera 43 A No 30 Sur - 9,"Carrera 43 A No 30 Sur - 9, Envigado, Colombia","(6.17691, -75.58536)",6.17691,-75.58536
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIOS TEXACO  AUTOGAS LAS VEGAS,TEXACO,CARRERA 48 No. 30 SUR-48,BIODIESEL EXTRA,9550.0,A,CARRERA 48 No. 30 SUR-48,"CARRERA 48 No. 30 SUR-48, Envigado, Colombia","(6.17904, -75.58832)",6.17904,-75.58832
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIOS TEXACO  AUTOGAS LAS VEGAS,TEXACO,CARRERA 48 No. 30 SUR-48,GASOLINA CORRIENTE OXIGENADA,9490.0,A,CARRERA 48 No. 30 SUR-48,"CARRERA 48 No. 30 SUR-48, Envigado, Colombia","(6.17904, -75.58832)",6.17904,-75.58832
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIOS TEXACO  AUTOGAS LAS VEGAS,TEXACO,CARRERA 48 No. 30 SUR-48,GASOLINA EXTRA OXIGENADA,17960.0,A,CARRERA 48 No. 30 SUR-48,"CARRERA 48 No. 30 SUR-48, Envigado, Colombia","(6.17904, -75.58832)",6.17904,-75.58832
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO EL ESCOBERO,TERPEL,Calle 37 sur No. 28 C-30,GASOLINA CORRIENTE OXIGENADA,9610.0,A,Calle 37 sur No. 28 C-30,"Calle 37 sur No. 28 C-30, Envigado, Colombia","(6.16576, -75.5792)",6.16576,-75.5792
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO EL ESCOBERO,TERPEL,Calle 37 sur No. 28 C-30,BIODIESEL EXTRA,9590.0,A,Calle 37 sur No. 28 C-30,"Calle 37 sur No. 28 C-30, Envigado, Colombia","(6.16576, -75.5792)",6.16576,-75.5792
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO EL ESCOBERO,TERPEL,Calle 37 sur No. 28 C-30,GASOLINA EXTRA OXIGENADA,18990.0,A,Calle 37 sur No. 28 C-30,"Calle 37 sur No. 28 C-30, Envigado, Colombia","(6.16576, -75.5792)",6.16576,-75.5792
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TERPEL LA INTERMEDIA,TERPEL,CARRERA 26D No. 28 SUR-80,GASOLINA CORRIENTE OXIGENADA,9340.0,A,CARRERA 26D No. 28 SUR-80,"CARRERA 26D No. 28 SUR-80, Envigado, Colombia","(6.16906, -75.56827)",6.16906,-75.56827
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TERPEL LA INTERMEDIA,TERPEL,CARRERA 26D No. 28 SUR-80,BIODIESEL EXTRA,9540.0,A,CARRERA 26D No. 28 SUR-80,"CARRERA 26D No. 28 SUR-80, Envigado, Colombia","(6.16906, -75.56827)",6.16906,-75.56827
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS TERPEL LA INTERMEDIA,TERPEL,CARRERA 26D No. 28 SUR-80,GASOLINA EXTRA OXIGENADA,18020.0,A,CARRERA 26D No. 28 SUR-80,"CARRERA 26D No. 28 SUR-80, Envigado, Colombia","(6.16906, -75.56827)",6.16906,-75.56827
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS OTRAPARTE - ESTACIÃ“N DE SERVICIO OTRA PARTE,ZEUSS,TRANSVERSAL 27A SUR No. 42B-80,GASOLINA CORRIENTE OXIGENADA,9550.0,A,TRANSVERSAL 27A SUR No. 42B-80,"TRANSVERSAL 27A SUR No. 42B-80, Envigado, Colombia","(6.17499, -75.57798)",6.17499,-75.57798
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS OTRAPARTE - ESTACIÃ“N DE SERVICIO OTRA PARTE,ZEUSS,TRANSVERSAL 27A SUR No. 42B-80,GASOLINA EXTRA OXIGENADA,18240.0,A,TRANSVERSAL 27A SUR No. 42B-80,"TRANSVERSAL 27A SUR No. 42B-80, Envigado, Colombia","(6.17499, -75.57798)",6.17499,-75.57798
2022,6,5,ANTIOQUIA,5266,ENVIGADO,EDS OTRAPARTE - ESTACIÃ“N DE SERVICIO OTRA PARTE,ZEUSS,TRANSVERSAL 27A SUR No. 42B-80,BIODIESEL EXTRA,9520.0,A,TRANSVERSAL 27A SUR No. 42B-80,"TRANSVERSAL 27A SUR No. 42B-80, Envigado, Colombia","(6.17499, -75.57798)",6.17499,-75.57798
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO LA 43 - ENVIGADO,BIOMAX,CARRERA 43A No. 46 SUR-20,GASOLINA CORRIENTE OXIGENADA,9479.0,A,CARRERA 43A No. 46 SUR-20,"CARRERA 43A No. 46 SUR-20, Envigado, Colombia","(6.16382, -75.59605)",6.16382,-75.59605
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO LA 43 - ENVIGADO,BIOMAX,CARRERA 43A No. 46 SUR-20,BIODIESEL EXTRA,9399.0,A,CARRERA 43A No. 46 SUR-20,"CARRERA 43A No. 46 SUR-20, Envigado, Colombia","(6.16382, -75.59605)",6.16382,-75.59605
2022,6,5,ANTIOQUIA,5266,ENVIGADO,ESTACION DE SERVICIO LA 43 - ENVIGADO,BIOMAX,CARRERA 43A No. 46 SUR-20,GASOLINA EXTRA OXIGENADA,17499.0,A,CARRERA 43A No. 46 SUR-20,"CARRERA 43A No. 46 SUR-20, Envigado, Colombia","(6.16382, -75.59605)",6.16382,-75.59605
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL JMC,TEXACO,K1 Glorieta Aeropuerto,GASOLINA EXTRA OXIGENADA,17530.0,A,K1 Glorieta Aeropuerto,"K1 Glorieta Aeropuerto, Rionegro, Colombia","(6.1922, -75.43377)",6.1922,-75.43377
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL JMC,TEXACO,K1 Glorieta Aeropuerto,GASOLINA CORRIENTE OXIGENADA,9690.0,A,K1 Glorieta Aeropuerto,"K1 Glorieta Aeropuerto, Rionegro, Colombia","(6.1922, -75.43377)",6.1922,-75.43377
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO AUTOMOTRIZ COMBUSCOL JMC,TEXACO,K1 Glorieta Aeropuerto,BIODIESEL EXTRA,9740.0,A,K1 Glorieta Aeropuerto,"K1 Glorieta Aeropuerto, Rionegro, Colombia","(6.1922, -75.43377)",6.1922,-75.43377
2022,6,5,ANTIOQUIA,5615,RIONEGRO,SERVICENTRO ESSO LLANOGRANDE,MOBIL,K 8 VIA LLANOGRANDE RIONEGRO,GASOLINA EXTRA OXIGENADA,18970.0,A,K 8 VIA LLANOGRANDE RIONEGRO,"K 8 VIA LLANOGRANDE RIONEGRO, Rionegro, Colombia","(6.12423, -75.42255)",6.12423,-75.42255
2022,6,5,ANTIOQUIA,5615,RIONEGRO,SERVICENTRO ESSO LLANOGRANDE,MOBIL,K 8 VIA LLANOGRANDE RIONEGRO,BIODIESEL EXTRA,9620.0,A,K 8 VIA LLANOGRANDE RIONEGRO,"K 8 VIA LLANOGRANDE RIONEGRO, Rionegro, Colombia","(6.12423, -75.42255)",6.12423,-75.42255
2022,6,5,ANTIOQUIA,5615,RIONEGRO,SERVICENTRO ESSO LLANOGRANDE,MOBIL,K 8 VIA LLANOGRANDE RIONEGRO,GASOLINA CORRIENTE OXIGENADA,9860.0,A,K 8 VIA LLANOGRANDE RIONEGRO,"K 8 VIA LLANOGRANDE RIONEGRO, Rionegro, Colombia","(6.12423, -75.42255)",6.12423,-75.42255
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO INVERSIONES TUCAN ORIENTE,TERPEL,CALLE 38 NO 55 A-85,BIODIESEL EXTRA,9455.0,A,CALLE 38 NO 55 A-85,"CALLE 38 NO 55 A-85, Rionegro, Colombia","(6.14073, -75.37909)",6.14073,-75.37909
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO INVERSIONES TUCAN ORIENTE,TERPEL,CALLE 38 NO 55 A-85,GASOLINA EXTRA OXIGENADA,17500.0,A,CALLE 38 NO 55 A-85,"CALLE 38 NO 55 A-85, Rionegro, Colombia","(6.14073, -75.37909)",6.14073,-75.37909
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO INVERSIONES TUCAN ORIENTE,TERPEL,CALLE 38 NO 55 A-85,GASOLINA CORRIENTE OXIGENADA,9230.0,A,CALLE 38 NO 55 A-85,"CALLE 38 NO 55 A-85, Rionegro, Colombia","(6.14073, -75.37909)",6.14073,-75.37909
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO CUATRO ESQUINAS,ESSO,Diagonal 43 No.45-275,GASOLINA CORRIENTE OXIGENADA,9250.0,A,Diagonal 43 No.45-275,"Diagonal 43 No.45-275, Rionegro, Colombia","(6.15197, -75.36705)",6.15197,-75.36705
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO CUATRO ESQUINAS,ESSO,Diagonal 43 No.45-275,BIODIESEL EXTRA,9400.0,A,Diagonal 43 No.45-275,"Diagonal 43 No.45-275, Rionegro, Colombia","(6.15197, -75.36705)",6.15197,-75.36705
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO CUATRO ESQUINAS,ESSO,Diagonal 43 No.45-275,GASOLINA EXTRA OXIGENADA,19000.0,A,Diagonal 43 No.45-275,"Diagonal 43 No.45-275, Rionegro, Colombia","(6.15197, -75.36705)",6.15197,-75.36705
2022,6,5,ANTIOQUIA,5615,RIONEGRO,EDS COMDECOM LA CAPILLA,TEXACO,CALLE 47 No. 52-63,GASOLINA EXTRA OXIGENADA,18120.0,A,CALLE 47 No. 52-63,"CALLE 47 No. 52-63, Rionegro, Colombia","(6.15149, -75.37591)",6.15149,-75.37591
2022,6,5,ANTIOQUIA,5615,RIONEGRO,EDS COMDECOM LA CAPILLA,TEXACO,CALLE 47 No. 52-63,GASOLINA CORRIENTE OXIGENADA,9790.0,A,CALLE 47 No. 52-63,"CALLE 47 No. 52-63, Rionegro, Colombia","(6.15149, -75.37591)",6.15149,-75.37591
2022,6,5,ANTIOQUIA,5615,RIONEGRO,EDS COMDECOM LA CAPILLA,TEXACO,CALLE 47 No. 52-63,BIODIESEL EXTRA,9760.0,A,CALLE 47 No. 52-63,"CALLE 47 No. 52-63, Rionegro, Colombia","(6.15149, -75.37591)",6.15149,-75.37591
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO TERPEL RIONEGRO,TERPEL,CARRERA 50 No. 44B-15,GASOLINA EXTRA OXIGENADA,18400.0,A,CARRERA 50 No. 44B-15,"CARRERA 50 No. 44B-15, Rionegro, Colombia","(4.68197, -74.06382)",4.68197,-74.06382
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO TERPEL RIONEGRO,TERPEL,CARRERA 50 No. 44B-15,BIODIESEL EXTRA,9430.0,A,CARRERA 50 No. 44B-15,"CARRERA 50 No. 44B-15, Rionegro, Colombia","(4.68197, -74.06382)",4.68197,-74.06382
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO TERPEL RIONEGRO,TERPEL,CARRERA 50 No. 44B-15,GASOLINA CORRIENTE OXIGENADA,9430.0,A,CARRERA 50 No. 44B-15,"CARRERA 50 No. 44B-15, Rionegro, Colombia","(4.68197, -74.06382)",4.68197,-74.06382
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIOS TUR,TERPEL,KILOMETRO 4 VEREDA BARRO BLANCO VIA AL AEROPUERTO JMC,GASOLINA CORRIENTE OXIGENADA,9499.0,A,KILOMETRO 4 VEREDA BARRO BLANCO VIA AL AEROPUERTO JMC,"KILOMETRO 4 VEREDA BARRO BLANCO VIA AL AEROPUERTO JMC, Rionegro, Colombia","(6.15239, -75.40712)",6.15239,-75.40712
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIOS TUR,TERPEL,KILOMETRO 4 VEREDA BARRO BLANCO VIA AL AEROPUERTO JMC,BIODIESEL EXTRA,9599.0,A,KILOMETRO 4 VEREDA BARRO BLANCO VIA AL AEROPUERTO JMC,"KILOMETRO 4 VEREDA BARRO BLANCO VIA AL AEROPUERTO JMC, Rionegro, Colombia","(6.15239, -75.40712)",6.15239,-75.40712
2022,6,5,ANTIOQUIA,5615,RIONEGRO,AUTOCENTRO JBAM,MOBIL,Carrera 47 Calle 64A-125,GASOLINA CORRIENTE OXIGENADA,9610.0,A,Carrera 47 Calle 64A-125,"Carrera 47 Calle 64A-125, Rionegro, Colombia","(6.16392, -75.36729)",6.16392,-75.36729
2022,6,5,ANTIOQUIA,5615,RIONEGRO,AUTOCENTRO JBAM,MOBIL,Carrera 47 Calle 64A-125,BIODIESEL EXTRA,9480.0,A,Carrera 47 Calle 64A-125,"Carrera 47 Calle 64A-125, Rionegro, Colombia","(6.16392, -75.36729)",6.16392,-75.36729
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO EL CARRETERO,MOBIL,Calle 47 No. 65-10,GASOLINA EXTRA OXIGENADA,9627.0,A,Calle 47 No. 65-10,"Calle 47 No. 65-10, Rionegro, Colombia","(6.15134, -75.38523)",6.15134,-75.38523
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO EL CARRETERO,MOBIL,Calle 47 No. 65-10,GASOLINA CORRIENTE OXIGENADA,15000.0,A,Calle 47 No. 65-10,"Calle 47 No. 65-10, Rionegro, Colombia","(6.15134, -75.38523)",6.15134,-75.38523
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO EL CARRETERO,MOBIL,Calle 47 No. 65-10,BIODIESEL EXTRA,9453.0,A,Calle 47 No. 65-10,"Calle 47 No. 65-10, Rionegro, Colombia","(6.15134, -75.38523)",6.15134,-75.38523
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ZEUSS JOSE MARIA CORDOVA,ZEUSS,GLORIETA AEROPUERTO JOSE MARIA CORDOBA,BIODIESEL EXTRA,9770.0,A,GLORIETA AEROPUERTO JOSE MARIA CORDOBA,"GLORIETA AEROPUERTO JOSE MARIA CORDOBA, Rionegro, Colombia","(6.17153, -75.42877)",6.17153,-75.42877
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ZEUSS JOSE MARIA CORDOVA,ZEUSS,GLORIETA AEROPUERTO JOSE MARIA CORDOBA,GASOLINA EXTRA OXIGENADA,18910.0,A,GLORIETA AEROPUERTO JOSE MARIA CORDOBA,"GLORIETA AEROPUERTO JOSE MARIA CORDOBA, Rionegro, Colombia","(6.17153, -75.42877)",6.17153,-75.42877
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ZEUSS JOSE MARIA CORDOVA,ZEUSS,GLORIETA AEROPUERTO JOSE MARIA CORDOBA,GASOLINA CORRIENTE OXIGENADA,9890.0,A,GLORIETA AEROPUERTO JOSE MARIA CORDOBA,"GLORIETA AEROPUERTO JOSE MARIA CORDOBA, Rionegro, Colombia","(6.17153, -75.42877)",6.17153,-75.42877
2022,6,5,ANTIOQUIA,5615,RIONEGRO,EDS COESCO GALAXIA,MOBIL,Carrera 48 No.52-02,GASOLINA CORRIENTE OXIGENADA,9690.0,A,Carrera 48 No.52-02,"Carrera 48 No.52-02, Rionegro, Colombia","(6.15564, -75.37195)",6.15564,-75.37195
2022,6,5,ANTIOQUIA,5615,RIONEGRO,EDS COESCO GALAXIA,MOBIL,Carrera 48 No.52-02,BIODIESEL EXTRA,9550.0,A,Carrera 48 No.52-02,"Carrera 48 No.52-02, Rionegro, Colombia","(6.15564, -75.37195)",6.15564,-75.37195
2022,6,5,ANTIOQUIA,5615,RIONEGRO,EDS COESCO GALAXIA,MOBIL,Carrera 48 No.52-02,GASOLINA EXTRA OXIGENADA,18210.0,A,Carrera 48 No.52-02,"Carrera 48 No.52-02, Rionegro, Colombia","(6.15564, -75.37195)",6.15564,-75.37195
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO TERPEL TRANVIA,TERPEL,CARRERA 39A No. 62-30,GASOLINA EXTRA OXIGENADA,17620.0,A,CARRERA 39A No. 62-30,"CARRERA 39A No. 62-30, Rionegro, Colombia","(4.68363, -74.06469)",4.68363,-74.06469
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO TERPEL TRANVIA,TERPEL,CARRERA 39A No. 62-30,GASOLINA CORRIENTE OXIGENADA,9190.0,A,CARRERA 39A No. 62-30,"CARRERA 39A No. 62-30, Rionegro, Colombia","(4.68363, -74.06469)",4.68363,-74.06469
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO TERPEL TRANVIA,TERPEL,CARRERA 39A No. 62-30,BIODIESEL EXTRA,9130.0,A,CARRERA 39A No. 62-30,"CARRERA 39A No. 62-30, Rionegro, Colombia","(4.68363, -74.06469)",4.68363,-74.06469
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO SAN ANTONIO,TERPEL,CALLE 38 No. 62A-31,BIODIESEL EXTRA,9560.0,A,CALLE 38 No. 62A-31,"CALLE 38 No. 62A-31, Rionegro, Colombia","(6.14969, -75.38354)",6.14969,-75.38354
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO SAN ANTONIO,TERPEL,CALLE 38 No. 62A-31,GASOLINA EXTRA OXIGENADA,17320.0,A,CALLE 38 No. 62A-31,"CALLE 38 No. 62A-31, Rionegro, Colombia","(6.14969, -75.38354)",6.14969,-75.38354
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO SAN ANTONIO,TERPEL,CALLE 38 No. 62A-31,GASOLINA CORRIENTE OXIGENADA,9330.0,A,CALLE 38 No. 62A-31,"CALLE 38 No. 62A-31, Rionegro, Colombia","(6.14969, -75.38354)",6.14969,-75.38354
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO BARRO BLANCO INVERSIONES DE ORIENTE,ZEUSS,Kilometro 4 Vereda Barro Blanco VÃ­a Aeropuerto JosÃ© MarÃ­a CÃ³rdoba,GASOLINA CORRIENTE OXIGENADA,9500.0,A,Kilometro 4 Vereda Barro Blanco VÃ­a Aeropuerto JosÃ© MarÃ­a CÃ³rdoba,"Kilometro 4 Vereda Barro Blanco VÃ­a Aeropuerto JosÃ© MarÃ­a CÃ³rdoba, Rionegro, Colombia","(6.15239, -75.40712)",6.15239,-75.40712
2022,6,5,ANTIOQUIA,5615,RIONEGRO,ESTACION DE SERVICIO BARRO BLANCO INVERSIONES DE ORIENTE,ZEUSS,Kilometro 4 Vereda Barro Blanco VÃ­a Aeropuerto JosÃ© MarÃ­a CÃ³rdoba,BIODIESEL EXTRA,9500.0,A,Kilometro 4 Vereda Barro Blanco VÃ­a Aeropuerto JosÃ© MarÃ­a CÃ³rdoba,"Kilometro 4 Vereda Barro Blanco VÃ­a Aeropuerto JosÃ© MarÃ­a CÃ³rdoba, Rionegro, Colombia","(6.15239, -75.40712)",6.15239,-75.40712
2022,6,5,ANTIOQUIA,5615,RIONEGRO,EDS CRUCERO DEL OESTE,MOBIL,VEREDA EL PONTEZUELA,GASOLINA CORRIENTE OXIGENADA,9831.0,A,VEREDA EL PONTEZUELA,"VEREDA EL PONTEZUELA, Rionegro, Colombia","(6.07955, -75.42053)",6.07955,-75.42053
2022,6,5,ANTIOQUIA,5615,RIONEGRO,EDS CRUCERO DEL OESTE,MOBIL,VEREDA EL PONTEZUELA,BIODIESEL EXTRA,10560.0,A,VEREDA EL PONTEZUELA,"VEREDA EL PONTEZUELA, Rionegro, Colombia","(6.07955, -75.42053)",6.07955,-75.42053
2022,6,5,ANTIOQUIA,5615,RIONEGRO,EDS CRUCERO DEL OESTE,MOBIL,VEREDA EL PONTEZUELA,GASOLINA EXTRA OXIGENADA,18000.0,A,VEREDA EL PONTEZUELA,"VEREDA EL PONTEZUELA, Rionegro, Colombia","(6.07955, -75.42053)",6.07955,-75.42053
